alpha,t_alpha,beta_mkt,beta_smb,beta_hml,t_beta_mkt,t_beta_smb,t_beta_hml,r_squared
0.017014643154785878,5.4028616063443495,-0.5099832135056457,0.09726361111558517,-0.13638074463785219,-7.124302280775026,0.7652053125995144,-1.3953466986633993,0.17121924083305806
